hotel_type,booking_status,advance_booking_days,arrival_year,arrival_month,arrival_week,arrival_day,weekend_nights,weekday_nights,num_adults,num_children,num_infants,meal_plan,guest_country,booking_segment,booking_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room,assigned_room,modifications,deposit_type,travel_agent_id,corporate_id,waiting_days,customer_category,avg_daily_rate,parking_spaces,special_requests,reservation_status,reservation_date,total_stay_nights,booking_season,family_booking,total_guests,is_long_stay
Urban Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,,Not Applicable,0,Regular,100.0,0,0,Cancelled,04-04-2016,3,Autumn,0,2.0,0
Urban Hotel,1,37,2016,June,25,16,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,116.1,0,0,Cancelled,11-05-2016,1,Summer,0,2.0,0
Urban Hotel,0,83,2017,May,22,28,2,4,2,0.0,0,SB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,115.19,0,0,Checked-Out,03-06-2017,6,Spring,0,2.0,0
Urban Hotel,0,125,2016,August,35,21,2,3,2,0.0,0,SB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,117.0,0,1,Checked-Out,26-08-2016,5,Summer,0,2.0,0
Urban Hotel,1,45,2016,December,51,12,1,3,2,0.0,0,SB,TMP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,96.9,0,2,Cancelled,24-11-2016,4,Winter,0,2.0,0
Urban Hotel,1,158,2016,May,22,24,0,2,1,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,37.0,Not Applicable,31,Regular,130.0,0,0,Cancelled,18-01-2016,2,Spring,0,1.0,0
Luxury Resort,0,117,2017,May,20,15,3,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,Not Applicable,0,Regular,78.85,0,2,Checked-Out,25-05-2017,10,Spring,0,2.0,1
Urban Hotel,1,86,2015,September,37,9,0,2,2,0.0,0,SB,Unknown,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,68.0,0,Regular-Party,100.0,0,0,Cancelled,08-09-2015,2,Autumn,0,2.0,0
Urban Hotel,0,88,2016,May,19,3,0,3,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,Not Applicable,0,Regular-Party,96.0,0,0,Checked-Out,06-05-2016,3,Spring,0,1.0,0
Luxury Resort,1,259,2015,September,38,17,0,3,2,0.0,0,SB,GBR,Group Bookings,Corporate,0,1,0,A,A,0,Non Refund,,223.0,0,Regular,40.05,0,0,Cancelled,21-01-2015,3,Autumn,0,2.0,0
Urban Hotel,0,98,2015,November,48,23,1,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,1,No Deposit,37.0,Not Applicable,0,Regular-Party,75.0,0,1,Checked-Out,26-11-2015,3,Autumn,0,2.0,0
Urban Hotel,1,169,2017,July,30,26,0,3,2,1.0,0,SB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,148.5,0,0,Cancelled,14-02-2017,3,Summer,1,3.0,0
Luxury Resort,1,28,2016,February,10,29,3,7,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,55.2,0,1,Cancelled,17-02-2016,10,Winter,0,2.0,1
Urban Hotel,0,11,2017,May,19,13,1,1,2,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,129.2,0,1,Checked-Out,15-05-2017,2,Spring,0,2.0,0
Urban Hotel,0,5,2016,March,12,19,2,1,2,0.0,0,SB,USA,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,93.33,0,0,Checked-Out,22-03-2016,3,Spring,0,2.0,0
Urban Hotel,1,239,2016,June,25,15,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,Not Applicable,80,Regular,100.0,0,0,Cancelled,08-01-2016,2,Summer,0,1.0,0
Urban Hotel,0,5,2016,May,22,24,0,2,2,0.0,0,SB,VEN,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,78.0,0,Regular-Party,110.0,0,1,Checked-Out,26-05-2016,2,Spring,0,2.0,0
Urban Hotel,1,97,2017,April,14,3,1,3,2,0.0,0,SB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,Not Applicable,0,Regular,96.25,0,2,Cancelled,24-02-2017,4,Spring,0,2.0,0
Luxury Resort,1,57,2015,August,35,27,0,3,2,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,Not Applicable,0,Regular,157.67,0,3,Cancelled,06-07-2015,3,Summer,1,3.0,0
Urban Hotel,1,19,2015,September,38,19,0,1,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,124.0,0,2,Cancelled,12-09-2015,1,Autumn,0,2.0,0
Luxury Resort,0,5,2016,April,15,9,2,5,2,0.0,0,Undefined,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,Not Applicable,0,Corporate Contract,99.5,0,0,Checked-Out,16-04-2016,7,Spring,0,2.0,1
Urban Hotel,1,302,2017,July,31,31,1,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,89.1,0,1,Cancelled,07-02-2017,3,Summer,0,2.0,0
Urban Hotel,1,227,2017,April,17,23,2,5,2,0.0,0,SB,ISR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,Not Applicable,0,Regular,130.5,0,2,Cancelled,06-10-2016,7,Spring,0,2.0,1
Urban Hotel,0,46,2015,August,34,17,1,1,2,0.0,0,SB,ESP,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,62.0,0,1,Checked-Out,19-08-2015,2,Summer,0,2.0,0
Urban Hotel,1,173,2017,June,24,11,2,3,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,,Not Applicable,0,Regular,140.0,0,0,Cancelled,20-12-2016,5,Summer,0,2.0,0
Urban Hotel,1,24,2017,June,23,5,1,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,140.0,0,1,Cancelled,15-05-2017,4,Summer,0,2.0,0
Luxury Resort,0,83,2017,June,23,4,2,1,2,0.0,0,SB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,127.0,1,2,Checked-Out,07-06-2017,3,Summer,0,2.0,0
Urban Hotel,1,12,2016,August,34,15,1,3,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,Not Applicable,0,Regular,141.0,0,2,Cancelled,07-08-2016,4,Summer,0,2.0,0
Luxury Resort,0,33,2015,August,33,12,0,1,2,0.0,0,SB,PRT,Group Bookings,Corporate,0,0,0,G,G,0,No Deposit,,307.0,0,Regular-Party,252.0,0,1,Checked-Out,13-08-2015,1,Summer,0,2.0,0
Luxury Resort,0,7,2015,July,29,17,0,2,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,,Not Applicable,0,Regular,127.25,0,1,Checked-Out,19-07-2015,2,Summer,0,2.0,0
Urban Hotel,0,2,2017,March,10,8,0,3,2,0.0,0,HB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,158.33,0,0,Checked-Out,11-03-2017,3,Spring,0,2.0,0
Urban Hotel,1,40,2016,June,24,8,0,3,2,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,128.4,0,0,Cancelled,06-06-2016,3,Summer,0,2.0,0
Urban Hotel,0,187,2017,July,28,9,2,0,2,1.0,0,SB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,125.1,0,1,Checked-Out,11-07-2017,2,Summer,1,3.0,0
Urban Hotel,0,45,2016,June,25,17,1,2,3,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,D,1,No Deposit,1.0,Not Applicable,0,Regular-Party,96.5,0,1,Checked-Out,20-06-2016,3,Summer,0,3.0,0
Luxury Resort,0,90,2015,July,29,16,2,5,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,243.0,Not Applicable,0,Corporate Contract,93.6,0,1,Checked-Out,23-07-2015,7,Summer,0,2.0,1
Urban Hotel,1,128,2017,May,21,26,1,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,28.0,Not Applicable,0,Regular,85.0,0,0,No-Show,26-05-2017,3,Spring,0,2.0,0
Urban Hotel,1,32,2017,February,9,26,1,0,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,108.0,0,0,Cancelled,26-01-2017,1,Winter,0,2.0,0
Urban Hotel,1,46,2016,November,48,20,1,0,1,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,86.4,0,0,Cancelled,06-10-2016,1,Autumn,0,1.0,0
Urban Hotel,0,81,2016,February,6,6,1,1,2,0.0,0,SB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,Not Applicable,0,Regular,77.0,0,1,Checked-Out,08-02-2016,2,Winter,0,2.0,0
Urban Hotel,0,4,2016,December,50,9,1,2,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,118.67,0,1,Checked-Out,12-12-2016,3,Winter,0,2.0,0
Urban Hotel,1,135,2017,August,33,15,2,6,3,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,195.0,0,1,Cancelled,26-04-2017,8,Summer,0,3.0,1
Urban Hotel,0,120,2017,May,19,11,0,3,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,Not Applicable,0,Regular,89.1,0,0,Checked-Out,14-05-2017,3,Spring,0,2.0,0
Urban Hotel,1,304,2016,November,45,3,0,3,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,Not Applicable,0,Regular,89.0,0,0,Cancelled,01-02-2016,3,Autumn,0,2.0,0
Urban Hotel,1,129,2017,April,14,3,1,1,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,58.0,Not Applicable,0,Regular,100.0,0,0,Cancelled,25-11-2016,2,Spring,0,2.0,0
Urban Hotel,1,206,2017,July,29,16,2,4,3,0.0,0,SB,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,103.84,0,0,Cancelled,23-12-2016,6,Summer,0,3.0,0
Urban Hotel,1,24,2016,January,5,29,1,2,2,0.0,0,SB,BRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,Not Applicable,0,Regular,87.3,0,1,Cancelled,24-01-2016,3,Winter,0,2.0,0
Urban Hotel,1,18,2015,October,41,4,2,1,1,0.0,0,SB,PRT,Group Bookings,TA/TO,0,1,0,A,A,0,Non Refund,29.0,Not Applicable,0,Regular,110.0,0,0,Cancelled,24-09-2015,3,Autumn,0,1.0,0
Luxury Resort,0,258,2015,July,28,6,2,5,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2.0,Not Applicable,0,Corporate Contract,47.25,0,0,Checked-Out,13-07-2015,7,Summer,0,2.0,1
Urban Hotel,1,66,2016,August,34,16,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,125.1,0,0,Cancelled,30-07-2016,2,Summer,0,2.0,0
Urban Hotel,0,145,2016,June,27,27,1,0,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,85.5,0,1,Checked-Out,28-06-2016,1,Summer,0,2.0,0
Urban Hotel,1,626,2016,November,46,7,1,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,62.8,0,0,Cancelled,26-09-2016,3,Autumn,0,2.0,0
Urban Hotel,0,92,2016,July,29,16,1,1,2,1.0,0,SB,BRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,Not Applicable,0,Regular,137.7,0,1,Checked-Out,18-07-2016,2,Summer,1,3.0,0
Luxury Resort,1,95,2016,June,25,14,2,5,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,327.0,Not Applicable,0,Regular,57.6,0,1,Cancelled,21-03-2016,7,Summer,0,2.0,1
Luxury Resort,0,68,2017,May,18,2,0,5,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,Not Applicable,0,Corporate Contract,50.85,0,2,Checked-Out,07-05-2017,5,Spring,0,2.0,0
Urban Hotel,0,212,2016,August,33,8,1,3,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,90.95,0,1,Checked-Out,12-08-2016,4,Summer,0,2.0,0
Luxury Resort,0,16,2015,July,28,11,1,1,2,0.0,0,SB,ROU,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,Not Applicable,0,Regular,123.0,0,1,Checked-Out,13-07-2015,2,Summer,0,2.0,0
Urban Hotel,0,11,2016,February,8,14,2,0,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,81.0,0,1,Checked-Out,16-02-2016,2,Winter,0,2.0,0
Urban Hotel,1,70,2016,November,48,21,1,1,1,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,Not Applicable,0,Regular,114.0,0,1,Cancelled,20-09-2016,2,Autumn,0,1.0,0
Luxury Resort,0,20,2017,February,7,13,1,1,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,240.0,Not Applicable,0,Regular,61.0,1,1,Checked-Out,15-02-2017,2,Winter,0,2.0,0
Urban Hotel,0,282,2015,October,41,10,2,1,2,0.0,0,SB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,Not Applicable,0,Regular-Party,76.67,0,0,Checked-Out,13-10-2015,3,Autumn,0,2.0,0
Luxury Resort,0,29,2016,May,19,6,1,2,1,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,92.0,0,1,Checked-Out,09-05-2016,3,Spring,0,1.0,0
Luxury Resort,1,33,2017,January,4,25,0,2,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,79.49,0,0,Cancelled,05-01-2017,2,Winter,0,2.0,0
Luxury Resort,0,100,2015,August,34,17,1,3,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,Not Applicable,0,Regular,107.0,0,0,Checked-Out,21-08-2015,4,Summer,0,2.0,0
Luxury Resort,1,25,2016,July,30,18,3,5,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,Not Applicable,0,Regular,160.0,0,2,Cancelled,04-07-2016,8,Summer,0,2.0,1
Luxury Resort,0,261,2017,April,18,30,2,5,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,Not Applicable,0,Corporate Contract,42.95,0,1,Checked-Out,07-05-2017,7,Spring,0,2.0,1
Luxury Resort,0,84,2017,August,32,8,1,5,2,0.0,0,SB,Unknown,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,230.0,0,2,Checked-Out,14-08-2017,6,Summer,0,2.0,0
Luxury Resort,1,186,2016,October,45,30,2,5,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,49.17,0,0,Cancelled,09-06-2016,7,Autumn,0,2.0,1
Luxury Resort,0,179,2017,June,23,10,4,6,2,0.0,0,SB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,140.8,1,2,Checked-Out,20-06-2017,10,Summer,0,2.0,1
Urban Hotel,0,168,2015,September,37,11,0,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,60.0,0,0,Checked-Out,13-09-2015,2,Autumn,0,2.0,0
Luxury Resort,1,143,2016,August,32,3,2,5,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,211.0,0,0,Cancelled,24-03-2016,7,Summer,0,2.0,1
Urban Hotel,0,31,2017,May,20,14,2,3,1,0.0,0,SB,PRT,Group Bookings,Corporate,0,0,0,A,A,0,No Deposit,459.0,Not Applicable,0,Regular-Party,130.0,0,0,Checked-Out,19-05-2017,5,Spring,0,1.0,0
Luxury Resort,1,66,2015,December,53,31,0,3,2,0.0,0,SB,Unknown,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,93.6,0,1,Cancelled,29-10-2015,3,Winter,0,2.0,0
Urban Hotel,1,12,2017,March,11,14,0,1,1,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,98.0,0,1,Cancelled,03-03-2017,1,Spring,0,1.0,0
Urban Hotel,1,121,2016,June,26,24,1,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,Non Refund,,Not Applicable,0,Regular,90.0,0,0,Cancelled,03-05-2016,3,Summer,0,2.0,0
Luxury Resort,1,239,2017,April,15,15,2,5,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,56.89,0,1,Cancelled,03-10-2016,7,Spring,0,2.0,1
Urban Hotel,1,295,2015,August,32,8,2,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,1,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,62.0,0,0,Cancelled,06-07-2015,4,Summer,0,2.0,0
Urban Hotel,1,89,2015,September,40,27,1,0,1,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,170.0,0,0,Cancelled,22-09-2015,1,Autumn,0,1.0,0
Urban Hotel,0,476,2017,July,28,15,2,4,2,0.0,0,SB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,229.0,Not Applicable,0,Regular-Party,101.33,0,1,Checked-Out,21-07-2017,6,Summer,0,2.0,0
Luxury Resort,1,248,2016,December,52,22,2,3,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,55.8,0,0,Cancelled,19-07-2016,5,Winter,0,2.0,0
Urban Hotel,1,158,2017,April,16,21,2,2,2,0.0,0,SB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,117.0,0,1,Cancelled,16-12-2016,4,Spring,0,2.0,0
Urban Hotel,0,13,2016,February,8,18,0,3,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,Not Applicable,0,Regular,87.0,0,1,Checked-Out,21-02-2016,3,Winter,0,2.0,0
Luxury Resort,0,12,2016,April,18,27,0,3,2,0.0,0,Undefined,PRT,Group Bookings,Direct,0,0,0,A,A,1,No Deposit,385.0,Not Applicable,0,Regular-Party,85.33,0,0,Checked-Out,30-04-2016,3,Spring,0,2.0,0
Luxury Resort,0,1,2017,March,10,7,0,1,2,0.0,0,SB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,60.0,0,2,Checked-Out,08-03-2017,1,Spring,0,2.0,0
Urban Hotel,0,59,2016,June,23,3,1,2,3,0.0,0,SB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,156.3,0,2,Checked-Out,06-06-2016,3,Summer,0,3.0,0
Urban Hotel,0,82,2017,March,12,24,0,2,3,0.0,0,SB,JPN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,142.2,0,1,Checked-Out,26-03-2017,2,Spring,0,3.0,0
Urban Hotel,1,190,2017,April,14,7,0,2,1,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,109.8,0,1,Cancelled,23-12-2016,2,Spring,0,1.0,0
Luxury Resort,0,0,2015,November,47,17,0,4,1,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,20.0,0,Regular-Party,42.0,0,0,Checked-Out,21-11-2015,4,Autumn,0,1.0,0
Urban Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,,Not Applicable,0,Regular,100.0,0,0,Cancelled,04-04-2016,3,Autumn,0,2.0,0
Luxury Resort,0,31,2017,July,30,26,2,4,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,Not Applicable,0,Regular,171.0,0,1,Checked-Out,01-08-2017,6,Summer,0,2.0,0
Urban Hotel,1,1,2015,August,34,18,0,1,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,114.0,0,0,No-Show,18-08-2015,1,Summer,0,2.0,0
Urban Hotel,0,10,2016,April,15,9,1,1,2,0.0,0,HB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,90.0,0,1,Checked-Out,11-04-2016,2,Spring,0,2.0,0
Urban Hotel,1,176,2016,April,15,9,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,21.0,Not Applicable,0,Regular,125.0,0,0,Cancelled,23-11-2015,2,Spring,0,2.0,0
Luxury Resort,0,9,2016,July,28,6,0,1,2,0.0,0,SB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,Not Applicable,0,Regular,159.0,1,1,Checked-Out,07-07-2016,1,Summer,0,2.0,0
Urban Hotel,0,346,2016,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,Not Applicable,0,Regular-Party,115.0,0,1,Checked-Out,15-09-2016,2,Autumn,0,2.0,0
Luxury Resort,0,202,2017,August,34,21,3,6,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,314.0,Not Applicable,0,Regular,196.5,1,0,Checked-Out,30-08-2017,9,Summer,1,4.0,1
Urban Hotel,0,6,2017,May,18,4,0,1,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,77.0,Not Applicable,0,Regular-Party,120.0,0,0,Checked-Out,05-05-2017,1,Spring,0,1.0,0
Urban Hotel,0,10,2015,September,39,22,0,2,2,0.0,0,SC,Unknown,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,114.0,0,0,Checked-Out,24-09-2015,2,Autumn,0,2.0,0
Urban Hotel,0,22,2015,September,36,4,2,4,3,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,9.0,Not Applicable,0,Corporate Contract,122.5,0,3,Checked-Out,10-09-2015,6,Autumn,0,3.0,0
Urban Hotel,1,330,2016,June,23,2,0,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,62.0,0,0,Cancelled,21-10-2015,2,Summer,0,2.0,0
Urban Hotel,1,358,2017,July,28,13,1,3,3,0.0,0,SB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,132.3,0,0,Cancelled,20-07-2016,4,Summer,0,3.0,0
Luxury Resort,0,131,2017,June,24,11,2,2,2,0.0,0,SB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,Not Applicable,0,Regular,58.7,0,0,Checked-Out,15-06-2017,4,Summer,0,2.0,0
Luxury Resort,1,172,2016,July,27,2,2,5,2,2.0,0,SB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,Not Applicable,0,Regular,174.0,0,0,Cancelled,22-06-2016,7,Summer,1,4.0,1
Urban Hotel,1,66,2017,April,17,24,1,4,3,0.0,0,SB,BRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,Not Applicable,0,Regular,171.0,0,0,Cancelled,02-04-2017,5,Spring,0,3.0,0
Urban Hotel,1,80,2017,April,15,11,0,3,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,228.0,0,1,Cancelled,02-04-2017,3,Spring,0,3.0,0
Luxury Resort,0,31,2017,March,10,6,2,5,3,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464.0,Not Applicable,0,Regular,59.0,0,1,Checked-Out,13-03-2017,7,Spring,0,3.0,1
Luxury Resort,1,33,2017,February,6,11,2,2,2,0.0,0,SB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,58.0,0,0,Cancelled,16-01-2017,4,Winter,0,2.0,0
Urban Hotel,0,145,2015,August,35,29,2,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,Not Applicable,0,Regular-Party,36.25,0,0,Checked-Out,01-09-2015,3,Summer,0,1.0,0
Luxury Resort,0,6,2015,November,45,3,2,5,3,0.0,0,SB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,Not Applicable,0,Regular,48.9,0,1,Checked-Out,10-11-2015,7,Autumn,0,3.0,1
Urban Hotel,0,0,2016,January,4,20,1,4,2,0.0,0,SC,FRA,Direct,Direct,0,0,0,D,D,5,No Deposit,,Not Applicable,0,Regular,78.4,0,0,Checked-Out,25-01-2016,5,Winter,0,2.0,0
Urban Hotel,1,49,2016,April,16,10,2,2,1,0.0,0,SB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,112.2,0,0,Cancelled,28-02-2016,4,Spring,0,1.0,0
Luxury Resort,0,1,2016,February,7,11,0,1,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,1,0,1,A,D,0,No Deposit,339.0,Not Applicable,0,Regular,25.0,1,0,Checked-Out,12-02-2016,1,Winter,0,1.0,0
Urban Hotel,1,98,2017,May,19,8,1,1,1,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,170.0,Not Applicable,10,Regular,120.0,0,0,Cancelled,09-02-2017,2,Spring,0,1.0,0
